id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
SPhc3n6O,False,1395966013984.0,1395966900710.0,57,mate,white,20+0,steelviper,1525,felipaoramon,1524,d4 Nf6 Nc3 g6 e4 d6 Nf3 Bg7 Bc4 O-O O-O Bg4 h3 Bxf3 Qxf3 Nbd7 Be3 Nb6 Bd3 e5 dxe5 dxe5 a4 a5 Bc5 Rfe8 Rfd1 Nbd7 Be3 c6 g4 Qc7 Bc4 h6 Bb3 Rad8 g5 hxg5 Bxg5 b5 axb5 cxb5 Rxd7 Rxd7 Bxf6 Bxf6 Qxf6 b4 Qxg6+ Kf8 Qh6+ Kg8 Kh1 Re6 Rg1+ Rg6 Rxg6#,B08,Pirc Defense: Classical Variation,8
XIifGbQz,True,1451050000000.0,1451060000000.0,39,mate,white,10+0,alexmalando,1758,oligo,1649,e4 e5 Bc4 Nc6 Nf3 Nf6 d3 Bc5 h3 b6 Nc3 O-O Bg5 Re8 O-O Bb7 Nd5 Kh8 Bxf6 gxf6 Nh4 Rg8 Qh5 Rg7 Nf5 Rxg2+ Kxg2 Qg8+ Qg4 Qxg4+ hxg4 Rg8 f3 Nd4 Nxf6 Rf8 Rh1 Nxf5 Rxh7#,C50,Italian Game: Giuoco Pianissimo |  Normal,8
3RT1kKyr,False,1496337754540.0,1496339993642.0,48,mate,black,35+1,hamza019,1500,lbringer,1663,e4 c5 Bc4 e6 b3 Nf6 e5 d5 Bb5+ Nfd7 Nf3 a6 Bd3 Nc6 c4 Ndxe5 Be2 g6 Bb2 Bg7 Qc2 Nb4 Qc1 Nxf3+ gxf3 d4 a3 d3 axb4 e5 Bxd3 Qxd3 Qc3 Bf5 bxc5 Rc8 Qb4 Qxf3 Rf1 Qe4+ Kd1 Bg4+ Kc1 Bf5 Qa4+ Kf8 Nc3 Qc2#,B20,Sicilian Defense: Bowdler Attack,3
YENY4PST,True,1405947325711.0,1405948613612.0,139,resign,white,0+15,athena1234,1370,voodooo,1226,e3 Nc6 Be2 d5 f3 e6 g3 f5 Nh3 g6 Kf1 h5 Kg1 g5 Kf1 g4 d3 gxh3 Bd2 f4 Nc3 Qe7 Rc1 Qf7 Ke1 fxe3 Bxe3 Qf6 g4 d4 Bxd4 Qxd4 Nb5 Qe3 Nxc7+ Kd8 Nxa8 Bb4+ c3 Ba5 b4 Bb6 a4 Nf6 Nxb6 axb6 b5 Ne5 d4 Nxf3+ Kf1 Nd2+ Ke1 Nf3+ Kf1 Nh4 Qd3 Qf4+ Ke1 Ne4 Rf1 Ng2+ Kd1 Ne3+ Ke1 Ng2+ Kd1 Nf2+ Rxf2 Qxf2 Qg6 Ne3+ Kd2 Nc4+ Kd1 Nb2+ Kd2 Nc4+ Kd1 Ne3+ Kd2 e5 Qg5+ Ke8 Qxe5+ Kd7 Qxe3 Qxh2 gxh5 Rxh5 Rf1 Kd8 Rf8+ Kc7 Qe7+ Kb8 Qd8 Qc7 Qxc7+ Kxc7 Rf7+ Kd8 Bxh5 h2 Rf1 Bh3 Rh1 Ke7 Rxh2 Bf5 c4 Kd6 Bf3 Be6 Rh6 Ke7 a5 bxa5 c5 a4 c6 bxc6 b6 Bc8 Rxc6 Kd7 b7 Bxb7 Rc4 a3 Bxb7 a2 Rc1 a1=R Rxa1 Kc7 Rc1+ Kxb7 d5,A00,Van't Kruijs Opening,1
Xp3fdQpq,False,1471991359659.0,1471991726920.0,40,mate,black,5+8,efrain662,1500,aboud,1365,Nf3 Nf6 Nd4 b6 e4 e5 Nf3 Nxe4 Nxe5 Qe7 Nc3 Nxc3 dxc3 Qxe5+ Qe2 Bd6 Be3 Bb7 Rd1 O-O g4 Bxh1 Bh3 Re8 Qf1 Qxh2 Bg2 Bxg2 Qe2 Bf4 f3 Rxe3 Rd3 Rxe2+ Kd1 Bxf3 Rxf3 Rd2+ Ke1 Qe2#,A04,Reti Opening #2,2
Dz0DCW8U,False,1500846954105.0,1500848427397.0,83,resign,white,15+0,koryakinrus,1715,vetlyansky,1721,e4 d5 exd5 Nf6 Nf3 Bg4 Be2 Nxd5 d4 Nc6 h3 Bh5 c3 Nf6 O-O e6 Nbd2 Qd7 Ne5 Nxe5 dxe5 Bxe2 Qxe2 Nd5 Ne4 O-O-O Be3 Kb8 Rad1 Qa4 c4 Be7 cxd5 exd5 b3 Qd7 Nc5 Bxc5 Bxc5 f5 e6 Qc6 Ba3 g5 e7 Rde8 Rfe1 g4 hxg4 fxg4 Qe6 Qb5 Qxd5 Qxd5 Rxd5 h5 Re4 c6 Rd3 Rhg8 Red4 Kc7 Re3 h4 Rde4 b6 Re6 c5 b4 Rg5 bxc5 bxc5 R6e5 Rxe5 Rxe5 h3 Bxc5 hxg2 Kxg2 Kd7 Kg3 a5 Kxg4,B01,Scandinavian Defense: Modern Variation #2,4
yihRly68,True,1504015659777.0,1504016233726.0,68,resign,black,10+0,amithchess,1550,mjkv90,1556,e4 e5 Nf3 d6 d4 f6 Bc4 a6 O-O Nc6 Nfd2 exd4 Nf3 Bg4 Bxg8 Rxg8 c3 Bxf3 Qxf3 dxc3 Nxc3 Qd7 Qh5+ g6 Qf3 Bg7 Nd5 Rf8 Re1 O-O-O Be3 Ne5 Qe2 f5 f4 Ng4 Rab1 fxe4 Bf2 Rde8 h3 Nxf2 Qxf2 Rf5 Qa7 Kd8 Qa8+ Qc8 Qxc8+ Kxc8 Red1 e3 Rbc1 e2 Rxc7+ Kb8 Re1 Bd4+ Kh1 Rxd5 Rxh7 Bf2 Rxe2 Rxe2 Rh8+ Ka7 Rg8 Bg3,C41,Philidor Defense,5
cyKB69VD,True,1504469306734.0,1504470092761.0,91,outoftime,white,8+0,belja,1949,meoc,1966,d4 d5 e3 e6 c4 c5 cxd5 exd5 dxc5 Bxc5 a3 Nf6 b4 Bb6 Bb2 O-O Qf3 Nbd7 Bb5 a6 Bxd7 Nxd7 Qg3 f6 Nd2 Bc7 Qh4 Ne5 Ngf3 Nc4 Nxc4 dxc4 O-O Be6 Nd4 Bf7 Rac1 Rc8 Rfd1 Qe8 Nf5 b5 Qg4 Bg6 Nd6 Bxd6 Rxd6 Rc6 Rxc6 Qxc6 Bc3 Re8 h3 Kf7 Rd1 Qe6 Qd4 Bd3 Re1 Re7 f3 Rd7 Qh4 Bg6 Bd4 Rd5 g4 h6 Qg3 Bd3 Kf2 Qc6 h4 c3 Rc1 c2 Bc5 Rd7 e4 Qe6 g5 hxg5 hxg5 g6 gxf6 Qxf6 e5 Qe6 f4 Qa2 Qg5,D00,Queen's Pawn Game #2,3
nPslE2mm,True,1504298387062.0,1504298620546.0,35,mate,white,10+0,networkchess2,1886,davifl10,1345,d4 e6 Nf3 d5 c4 dxc4 e3 Bd7 Bxc4 Ba4 Qxa4+ c6 Qc2 b5 Bd3 a6 Ne5 Bd6 Nxc6 Nxc6 Qxc6+ Ke7 Qb7+ Kf6 e4 Rb8 e5+ Bxe5 dxe5+ Kxe5 f4+ Kf6 Qe4 Ne7 Qe5#,D21,Queen's Gambit Accepted: Rosenthal Variation,6
747oYwWN,False,1477060000000.0,1477060000000.0,45,mate,white,30+30,ranchowangdu,1500,learn-chess,1259,c4 d5 e3 dxc4 Bxc4 Nc6 Nc3 Na5 Qa4+ c6 Be2 e6 b4 b5 Qxa5 Qd7 Ne4 Qd5 Bf3 Qd3 Nc5 Qd6 Bb2 f6 Rc1 e5 Na6 Bxa6 Bxc6+ Ke7 Bxa8 Kf7 Rc7+ Be7 Rxa7 Nh6 Rxa6 Qb8 Bd5+ Kf8 Ra8 Bxb4 Rxb8+ Ke7 Qc7#,A10,English Opening: Anglo-Scandinavian Defense,2
To8vAdxv,True,1503819455004.0,1503819660174.0,50,resign,black,10+0,anastasia2009,1558,keepertop,1962,e4 e6 d4 d5 exd5 exd5 Nf3 Nc6 Be2 Bd6 O-O Nge7 Ng5 h6 Nf3 O-O Nc3 Bf5 Nh4 Bh7 Bxh6 gxh6 Bh5 Ng6 Nxg6 fxg6 Bxg6 Bxg6 Qg4 Kh7 Nxd5 Bxh2+ Kh1 Qxd5 c3 Bd6 Qd7+ Rf7 Qh3 Raf8 f3 Bf5 g4 Bg6 g5 Qxg5 Rf2 Rf4 Raf1 Rh4,C01,French Defense: Exchange Variation,5
lir3E6fD,True,1504466322117.0,1504467247362.0,126,draw,draw,10+0,kamyar77,1917,bontakriks,1828,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 e6 Ne5 Bh7 Bd3 Bxd3 Qxd3 Nf6 h5 Be7 Ne4 O-O g4 Nxe4 Qxe4 Nd7 f4 Nxe5 Qxe5 Qd6 Qe4 Rfd8 c3 Qd5 Qxd5 exd5 g5 hxg5 fxg5 f6 gxf6 Bxf6 Bf4 Re8+ Kf2 Re4 Bg3 Rae8 Rae1 Rxe1 Rxe1 Rxe1 Kxe1 a6 Bf4 Kf7 Kf2 Bh4+ Kf3 Bf6 Kg4 Be7 Kf5 Bf6 Bg5 Bxg5 Kxg5 Kg8 Kg6 Kf8 h6 gxh6 Kxh6 Ke7 Kg6 Ke6 Kg5 Ke7 Kf5 Kd6 Kf6 Kd7 a4 Kd6 b3 c5 dxc5+ Kxc5 Ke5 Kc6 a5 Kc5 b4+ Kc6 Kd4 Kd6 c4 dxc4 Kxc4 Kc6 Kb3 Kb5 Kc3 Kc6 Kc4 Kc7 Kc5 Kb8 Kb6 Ka8 b5 Kb8 bxa6 bxa6 Kxa6 Ka8 Kb6 Kb8 a6 Ka8 Kc7 Ka7 Kd7 Kxa6,B18,Caro-Kann Defense: Classical Variation |  Main Line,11
3xUtXoB6,False,1475480000000.0,1475480000000.0,61,mate,white,7+5,jamiecampos,1406,gamingprof,1527,d4 d5 c4 Nf6 Nc3 e6 cxd5 exd5 e3 Bb4 a3 Bxc3+ bxc3 Ne4 Qa4+ Bd7 Qb4 Nc6 Qxb7 Nxc3 Bd2 Ne4 Bb5 Na5 Bxd7+ Qxd7 Qb4 Nxd2 Kxd2 Nc4+ Ke2 a5 Qc5 Qa4 Nf3 Nxa3 Rxa3 Qd7 Rb1 c6 Ne5 Qc7 Rb6 O-O-O Rxc6 Rd7 Nxd7 Kxd7 Rxc7+ Ke6 Rxa5 Rb8 Ra6+ Kf5 Qxd5+ Kg4 Qf3+ Kg5 Rc5+ Kh4 Qg3#,D35,Queen's Gambit Declined: Exchange Variation,7
wbSrd2Nq,True,1496164158902.0,1496164437187.0,32,mate,black,10+5,javichoo,1162,basakcesur,1830,e3 e5 d4 exd4 exd4 d5 Bb5+ c6 Be2 Nf6 Be3 Bd6 Nd2 Be6 Ndf3 Nbd7 Qd3 O-O O-O-O Qb6 Ng5 Bg4 f3 Bh5 g4 Bg6 Qd2 Bb4 c3 Ba3 bxa3 Qb1#,A40,Englund Gambit Declined |  Reversed French,3
cw4GR3q8,True,1405598479376.0,1405599635589.0,78,mate,black,15+0,--jim--,986,voodooo,1289,e4 d5 Nc3 d4 Nd5 Nf6 Nf3 Nxe4 Bb5+ c6 Bxc6+ Nxc6 d3 Qa5+ c3 dxc3 dxe4 cxb2+ Bd2 Qc5 Rb1 Qa3 O-O Qxa2 Nc3 Qa3 Bg5 Qxc3 Qd5 Be6 Qd1 Bb3 Qd2 Qc4 Rxb2 Rd8 Nd4 Rxd4 Rd1 Bxd1 Qe1 Qa4 Rxb7 Rxe4 Be3 e5 Qd2 Qa1 Kf1 Bf3+ Qe1 Bxg2+ Kxg2 Qxe1 Bxa7 Nxa7 Rb8+ Kd7 Rb7+ Ke8 Rb8+ Ke7 Rb7+ Ke6 Rb6+ Kd7 Rb7+ Kc6 Rxa7 Bc5 Ra6+ Kb7 Rb6+ Bxb6 f3 Qe2+ Kh3 Qxf3#,B01,Scandinavian Defense,2
IthMAfmc,True,1504277234818.0,1504277990509.0,63,resign,white,10+0,gkhnkrdmr,1375,sndf,1269,e4 e5 Nf3 f6 d4 exd4 Nxd4 c5 Nb3 Qe7 Be3 Nc6 Bxc5 d6 Be3 Nh6 Bb5 Qxe4 Bxc6+ Bd7 Bxb7 Qxb7 O-O O-O-O Na5 Qe4 c4 Ng4 Nc3 Qg6 Bf4 Qh5 Nb5 g5 Bxd6 Bxd6 Qxd6 Bxb5 Qc5+ Kd7 Qxb5+ Ke7 Rfe1+ Kf7 Qb7+ Kg6 Qe4+ f5 Qe6+ Nf6 f3 Rde8 Qd6 g4 f4 Rxe1+ Rxe1 Qh4 Re6 Kh5 g3 Qh3 Rxf6,C40,King's Pawn Game: Damiano Defense,4
iLiMSfQw,True,1503948908305.0,1503950316726.0,106,mate,black,10+5,init9,1010,ucantcmeok,1730,d3 d5 e4 dxe4 dxe4 Qxd1+ Kxd1 Nf6 Nf3 Nxe4 Ke1 Nc6 Bb5 e6 Bxc6+ bxc6 Nc3 Nxc3 bxc3 Bc5 Rb1 Ba6 Nd2 Ke7 c4 Rab8 Nb3 Bxc4 Nxc5 Rxb1 Kd2 Rd8+ Kc3 Bxa2 f4 Rb5 Ba3 Kf6 Ra1 Bd5 Rd1 Kf5 g3 Rbb8 h3 Bg2 g4+ Kg6 Rg1 Bxh3 Ne4 f5 gxf5+ Kxf5 Ng5 Bg4 Nf7 Rd1 Rg3 Ra1 Be7 Kxf4 Rd3 Rd1 Bg5+ Kf5 Rg3 Ra1 Kd3 Ra3+ c3 Rf8 Nh6+ gxh6 Bxh6 Rd8+ Kc4 Rg8 Kc5 a5 c4 Rxg3 Kxc6 Bf3+ Kxc7 a4 c5 a3 c6 Bxc6 Kxc6 Rd3 Bf4 Rc8+ Kb7 Rc4 Bc7 a2 Kc8 Rdc3 Kd8 Rxc7 Ke8 Rb3 Kf8 Rb8#,A00,Mieses Opening,1
EKR53J06,True,1498005789200.0,1498006151319.0,33,resign,white,10+0,jialak,1538,snusumri,1669,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bc4 e5 Nf3 Nc6 Ng5 Be6 Bxe6 fxe6 Nxe6 Qa5 Nxf8 Rxf8 Bd2 Nxe4 Nxe4 Qd5 Qe2 Nd4 Qd3 Nxc2+ Qxc2 Qxe4+ Qxe4,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack,11
lvOjcQ1X,True,1503180000000.0,1503180000000.0,43,mate,white,10+0,smm1347,2003,bischopscup,1284,e4 c6 d4 d5 Nd2 Nf6 e5 Ne4 Nxe4 dxe4 c3 f5 f3 e6 fxe4 fxe4 Qg4 Qb6 Qxe4 Nd7 Bd3 c5 Ne2 cxd4 cxd4 Qxd4 Nxd4 Nc5 Qf3 Nxd3+ Qxd3 Bc5 Qb5+ Bd7 Qxc5 Rc8 Qd6 Rc6 Nxc6 bxc6 Bg5 h6 Qe7#,B12,Caro-Kann Defense: Modern Variation,5
d64SWOI4,True,1489970000000.0,1489970000000.0,47,mate,white,10+0,laughingman22,1636,cokyo,1601,e4 d5 exd5 Qxd5 Nc3 Qe5+ Be2 Bf5 Nf3 Qf6 d4 e6 O-O Qg6 Bd3 Bxd3 cxd3 Nd7 Qa4 Bd6 Nb5 O-O-O Nxa7+ Kb8 Nb5 Kc8 Bg5 f6 Nxd6+ cxd6 Rfc1+ Kb8 Bf4 e5 dxe5 fxe5 Be3 b6 Qc6 Qf6 Qc7+ Ka8 Rc3 Nc5 Ra3+ Na6 Rxa6#,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
WDmTiKSU,True,1402087012102.0,1402088145929.0,53,mate,white,25+4,mohammad_baharan,1387,vytas123,1562,e4 b6 d4 Bb7 Nc3 e6 a3 h6 Nf3 Nf6 e5 Nd5 Nxd5 Bxd5 c4 Bb7 d5 exd5 cxd5 Bc5 b4 Be7 d6 cxd6 exd6 Bf6 Rab1 O-O Bb5 Rfe8+ Be3 Bc3+ Nd2 Bxg2 Rhg1 Bc6 Qa4 Bxd2+ Kxd2 a6 Bxc6 dxc6 Bf4 b5 Qb3 Re4 Qg3 Nd7 Bxh6 Qf6 Bxg7 Qxg7 Qxg7#,B00,Owen Defense,2
iwzSRzJc,False,1499560000000.0,1499560000000.0,42,resign,white,8+2,johnv,1477,tidalbutt,1413,e4 d6 Nf3 g6 Nc3 Nf6 d4 c6 Be3 Bg4 h3 Bd7 e5 dxe5 dxe5 Nd5 Qd2 Nxc3 Qxc3 Bg7 O-O-O O-O Qd2 Qc7 Bf4 a6 e6 Bxb2+ Kxb2 Qb6+ Ka1 Bxe6 Rb1 Rd8 Rxb6 Rxd2 Nxd2 Nd7 Rxb7 Rb8 Rxb8+ Nxb8,B07,Pirc Defense: Classical Variation #2,7
7dpio6EA,False,1497910000000.0,1497920000000.0,99,mate,white,10+10,lcover,1395,agentbouncyball,1367,e4 e5 Nf3 Nc6 d4 d6 d5 Nce7 Bb5+ Bd7 Bxd7+ Qxd7 Nc3 O-O-O O-O Kb8 Ng5 Nh6 Qf3 f6 Ne6 Rc8 Bxh6 gxh6 Qxf6 Ng6 Nxf8 Rcxf8 Qe6 Qxe6 dxe6 a6 b4 Re8 a4 Rxe6 b5 axb5 axb5 b6 Nd5 Nf4 g3 Nxd5 exd5 Ree8 Ra2 Kb7 Rfa1 Ra8 Rxa8 Rxa8 Rxa8 Kxa8 f4 exf4 gxf4 Kb8 Kf2 Kc8 Ke3 Kd8 Kd4 Ke7 Ke4 Kf6 f5 Kg5 h4+ Kf6 Kf4 Kf7 Kg4 Kf6 Kh5 Kxf5 Kxh6 Kg4 h5 Kf5 Kxh7 Ke5 Kg7 Kxd5 h6 Kc5 h7 Kxb5 h8=Q Kc6 Qe8+ Kb7 Qe4+ Ka6 c4 d5 Qxd5 c5 Qa8#,C44,Scotch Game,5
BAUyl1xj,True,1443010000000.0,1443010000000.0,40,resign,black,10+0,hebi,1374,mikael1998,1351,e4 e5 Nf3 Qf6 d4 d6 dxe5 dxe5 Bc4 Bc5 Bg5 Qd6 Nbd2 f6 Be3 Bxe3 fxe3 Qb6 Qe2 Qxb2 Qd1 Qc3 O-O Qxe3+ Kh1 a6 Re1 Qc3 Bxg8 Rxg8 h3 g5 Nb3 g4 hxg4 Rxg4 Nxe5 Qxe5 Qxg4 Bxg4,C40,King's Pawn Game: McConnell Defense,4
h1KejlrK,True,1486950000000.0,1486950000000.0,20,resign,black,10+0,jdy,1073,mig_bra,1313,e4 e5 f4 Nc6 Nf3 Nf6 Ng5 Qe7 Bc4 h6 Bxf7+ Kd8 Nc3 hxg5 Nd5 Qxf7 fxg5 Nxe4 d3 Nf2,C30,King's Gambit Declined |  Queen's Knight Defense,4
p61Ii6wV,True,1504297092088.0,1504297913851.0,85,resign,white,10+0,samoo1477,1737,loser69,1752,e4 c5 c3 d5 exd5 Qxd5 d4 Nf6 Nf3 cxd4 Be3 dxe3 Qxd5 Nxd5 Bc4 exf2+ Kxf2 Nf6 Na3 Nc6 Nb5 Ne4+ Ke2 Kd8 Rad1+ Bd7 Rd3 a6 Nbd4 e5 Nxc6+ bxc6 Nxe5 Nc5 Nxf7+ Kc7 Rdd1 Bg4+ Kf2 Ne4+ Ke3 Bc5+ Kxe4 Rhe8+ Kf4 Bxd1 Rxd1 Rf8 Kg4 Rae8 Ng5 h6 Ne6+ Rxe6 Bxe6 Re8 Rd7+ Kb6 Bf7 Re4+ Kf3 Re3+ Kg4 Re2 Kg3 Rxb2 Be6 g6 h3 Rc2 Rd3 Bf2+ Kh2 g5 a3 Bc5 c4 Re2 Rb3+ Kc7 Bg4 Bd6+ Kg1 Bg3 Bxe2,B22,Sicilian Defense: Alapin Variation |  Barmen Defense,6
xyg6aZX9,True,1402460567821.0,1402461675716.0,89,resign,white,10+0,msdigitall,1566,docboss,1558,d4 c6 Nc3 d5 Bf4 Bf5 e3 h6 Bd3 Qd7 Nf3 Bxd3 Qxd3 e6 Ne5 Qd8 O-O Nf6 h3 Bd6 f3 O-O Bg3 Nh5 Bh2 Qg5 g4 Nf6 Bg3 Nfd7 h4 Qf6 Nxd7 Nxd7 Bxd6 Rfe8 Bg3 Nb6 a4 Nc4 Rab1 Nb6 b3 Nd7 e4 Qd8 exd5 exd5 Rbe1 Qa5 Rxe8+ Rxe8 Re1 Nf6 Rxe8+ Nxe8 Qe3 Kf8 Ne2 Qb4 Kf2 a5 Bb8 Qa3 Ba7 Qb2 Bc5+ Kg8 Qxe8+ Kh7 Qxf7 Qxc2 Qxb7 Qd2 Qxc6 Qd1 Qxd5 Qh1 Qf5+ Kh8 h5 Qh2+ Ke3 Qc7 Nf4 Kg8 Ne6 Qh2 Qf8+,A40,Queen's Pawn,1
cywOBEY5,True,1503510000000.0,1503510000000.0,40,mate,black,15+1,moon50,1560,taranga,1270,d4 d5 c4 Nc6 Nc3 Nf6 e3 e6 Nf3 Bb4 Bd2 Bxc3 Bxc3 dxc4 Bxc4 Ne4 O-O Nxc3 bxc3 O-O Ne5 Nxe5 dxe5 Bd7 Qf3 Bc6 Qg4 b5 Bd3 Qxd3 Rac1 Qd5 Rfd1 Qxa2 f4 a5 f5 exf5 Qxf5 Qxg2#,D07,Queen's Gambit Refused: Chigorin Defense #2,5
SnCOFKWX,True,1502800000000.0,1502800000000.0,95,resign,black,5+9,divu7,1562,raudo1906,1715,d4 d6 c4 Nf6 Nf3 Bg4 e3 e6 Be2 c6 Qb3 Qc7 O-O Nbd7 Nc3 Be7 h3 Bh5 Re1 c5 Bd2 cxd4 Nxd4 Bxe2 Ncxe2 a6 Rac1 Nc5 Qd1 O-O Nf4 Nfe4 Bb4 Rad8 Bxc5 dxc5 Ndxe6 fxe6 Nxe6 Rxd1 Nxc7 Rxe1+ Rxe1 Nf6 Rd1 Rd8 Rc1 Rd6 f3 Bd8 Nd5 Nxd5 cxd5 Rxd5 e4 Re5 Rd1 Be7 Rd7 Kf7 Rxb7 Re6 b3 Rd6 Ra7 Rc6 Rb7 Kf6 e5+ Ke6 f4 a5 f5+ Kxe5 Rxe7+ Kxf5 Rxg7 c4 bxc4 Rxc4 Rxh7 Ra4 Ra7 Rxa2 h4 Kg4 Rh7 a4 h5 Kg5 g4 Kxg4 h6 Kg5 Ra7,A54,Old Indian Defense: Tartakower-Indian,6
e9iveKme,True,1497110000000.0,1497110000000.0,69,mate,white,10+5,meccanoidg15,2211,kishomat,1900,e4 e6 d4 d5 Nc3 c6 Qd3 Ne7 g3 Ng6 Bg2 Bb4 Ne2 Nd7 a3 Bd6 h4 a6 h5 Ne7 e5 Bb8 h6 g6 Bg5 O-O f4 f6 Bh4 Nf5 O-O-O Nxh4 gxh4 f5 Qg3 Rf7 h5 g5 fxg5 f4 Nxf4 Nxe5 dxe5 Bxe5 Rdf1 Qf8 Nce2 b5 g6 Rxf4 Nxf4 Qxh6 gxh7+ Kxh7 Qg6+ Qxg6 hxg6+ Kg7 Rh7+ Kg8 Nh5 a5 Re1 Bd4 c3 Bc5 Nf6+ Kf8 Rf7#,C10,French Defense: Paulsen Variation,5
xYEVgk0W,True,1503249886356.0,1503249964166.0,11,resign,white,10+0,piechess97,1290,thegrim123321,1371,e4 e5 Nf3 Nc6 Bb5 Nf6 d4 a6 Ba4 d6 d5,C77,Ruy Lopez: Morphy Defense |  Mackenzie Variation,9
j5DZ1XlO,True,1496916459983.0,1496917397768.0,141,resign,black,10+0,die_uhr,1799,georgezig,1832,d4 e6 e4 c6 c4 Bb4+ Bd2 Bxd2+ Qxd2 d6 Nc3 Nf6 Bd3 e5 d5 a6 Nf3 Nbd7 O-O O-O a4 c5 Ne2 Nb6 a5 Nbd7 b4 b6 Rfb1 cxb4 Qxb4 Nc5 Bc2 bxa5 Qxa5 Qxa5 Rxa5 Nfxe4 Bxe4 Nxe4 Ng3 Nc5 Rb6 Rd8 Nd2 f5 Nb3 Nxb3 Rxb3 f4 Ne4 Bf5 f3 Bxe4 fxe4 Rdc8 Rb4 Rc5 Rxc5 dxc5 Ra4 Kf7 Ra5 Ke7 Rxc5 a5 Rb5 a4 c5 a3 Rb1 Kd7 Kf2 a2 Ra1 Ra3 h3 h5 Ke2 h4 Kd2 g5 Kc2 Rg3 Rg1 Re3 Kb2 Re2+ Ka1 Rxe4 Kxa2 Rd4 Kb3 Rxd5 Kb4 Kc6 Rc1 e4 Ra1 Rxc5 Ra6+ Kd5 Ra8 Rc4+ Kb5 Rc2 Rd8+ Ke5 Re8+ Kf5 Rf8+ Kg6 Re8 e3 Kb4 Rxg2 Kc3 Rg3 Kd3 Rxh3 Ke2 Kf5 Rf8+ Kg4 Rf7 Rh2+ Kf1 Kf3 Rxf4+ gxf4 Kg1 Ra2 Kf1 Kg3 Ke1 f3 Kd1 h3 Ke1 h2 Kd1,C00,French Defense: Normal Variation,3
NrrjmNJ2,True,1500430000000.0,1500430000000.0,86,outoftime,black,10+0,adatene,1621,edjord24,1650,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nc6 Nc3 Nf6 Nxc6 bxc6 Bd3 g6 O-O Bg7 f4 O-O Be3 Bd7 f5 c5 h3 Bc6 g4 Qc7 g5 Nh5 Nd5 Bxd5 exd5 c4 Be4 Bxb2 Rb1 Be5 Qf3 c3 Rbd1 Qc4 Bd3 Qxa2 Ra1 Qb2 Rfb1 Qxa1 Rxa1 a5 Bb5 Rab8 Bd3 Ra8 Bb6 a4 Ra3 Nf4 Be4 Nh5 Bf2 Ng7 Be1 Nh5 Bxc3 Bxc3 Rxc3 a3 Rxa3 Rab8 Qd1 Nf4 f6 Nxh3+ Kg2 Nxg5 fxe7 Rfe8 Ra7 Nxe4 Qf3 f5 Qh3 Rb2 Kf3 Rxc2 Kf4 Rc4,B56,Sicilian Defense: Classical Variation,10
TqdAknba,True,1489339897024.0,1489340893345.0,80,outoftime,black,10+0,derspiegel,1741,viktor65,1880,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nf3 Bc5 Nc3 d6 Bc4 Bg4 h3 Bxf3 Qxf3 Qf6 Qg3 h6 Nd5 Qg6 Nc7+ Kd8 Nxa8 Qxg3 fxg3 f6 Bd2 Nge7 O-O-O Kd7 a3 Rxa8 b4 Bf2 Be1 Bxe1 Rhxe1 g5 c3 f5 Bd5 fxe4 Bxe4 Rf8 Rf1 Rxf1 Rxf1 Ke6 g4 d5 Bf5+ Kd6 Bh7 e4 Rd1 Ke5 Kc2 Kf4 Rd2 Ne5 Rf2+ Kg3 Re2 Nc4 Kd1 a6 a4 Nc6 a5 N6e5 Kc2 Nd3 Kb3 Nf4 Rc2 Nxg2 Ra2 e3,B32,Sicilian Defense: Loewenthal Variation,8
6OZRJJLW,True,1503603286108.0,1503604091389.0,67,resign,black,11+5,azizhoca,1639,zhaska,1674,g3 e5 Bg2 d5 b3 c5 Bb2 Nc6 d3 f5 e3 Nf6 Ne2 e4 d4 Bd6 f4 O-O O-O Ng4 Qd2 cxd4 Bxd4 Nxd4 Nxd4 Bc5 c3 b6 h3 Nf6 b4 Bd6 a4 a5 b5 Bc5 Nc6 Qc7 Qe2 Bb7 Nd4 Ne8 Nxf5 Rxf5 g4 Rf8 h4 Rxf4 Rxf4 Qxf4 c4 Bxe3+ Kh1 Nf6 g5 Ng4 Bh3 Nf2+ Kg2 Nxh3 Kxh3 Bc8+ Kg2 Bg4 Qe1 Qf3+ Kh2,A00,Hungarian Opening,1
